row,col,x_die,y_die,raw_q
9,18,18,9,QY0009X0018
10,18,18,10,QY0010X0018
10,17,17,10,QY0010X0017
10,16,16,10,QY0010X0016
10,15,15,10,QY0010X0015
10,14,14,10,QY0010X0014
10,13,13,10,QY0010X0013
10,12,12,10,QY0010X0012
10,11,11,10,QY0010X0011
10,10,10,10,QY0010X0010
10,9,9,10,QY0010X0009
10,8,8,10,QY0010X0008
10,7,7,10,QY0010X0007
10,6,6,10,QY0010X0006
10,5,5,10,QY0010X0005
10,4,4,10,QY0010X0004
10,3,3,10,QY0010X0003
10,2,2,10,QY0010X0002
10,1,1,10,QY0010X0001
11,1,1,11,QY0011X0001
11,2,2,11,QY0011X0002
11,3,3,11,QY0011X0003
11,4,4,11,QY0011X0004
11,5,5,11,QY0011X0005
11,6,6,11,QY0011X0006
11,7,7,11,QY0011X0007
11,8,8,11,QY0011X0008
11,9,9,11,QY0011X0009
11,10,10,11,QY0011X0010
11,11,11,11,QY0011X0011
11,12,12,11,QY0011X0012
11,13,13,11,QY0011X0013
11,14,14,11,QY0011X0014
11,15,15,11,QY0011X0015
11,16,16,11,QY0011X0016
11,17,17,11,QY0011X0017
11,18,18,11,QY0011X0018
12,18,18,12,QY0012X0018
12,17,17,12,QY0012X0017
12,16,16,12,QY0012X0016
12,15,15,12,QY0012X0015
12,14,14,12,QY0012X0014
12,13,13,12,QY0012X0013
12,12,12,12,QY0012X0012
12,11,11,12,QY0012X0011
12,10,10,12,QY0012X0010
12,9,9,12,QY0012X0009
12,8,8,12,QY0012X0008
12,7,7,12,QY0012X0007
12,6,6,12,QY0012X0006
12,5,5,12,QY0012X0005
12,4,4,12,QY0012X0004
12,3,3,12,QY0012X0003
12,2,2,12,QY0012X0002
12,1,1,12,QY0012X0001
13,1,1,13,QY0013X0001
13,2,2,13,QY0013X0002
13,3,3,13,QY0013X0003
13,4,4,13,QY0013X0004
13,5,5,13,QY0013X0005
13,6,6,13,QY0013X0006
13,7,7,13,QY0013X0007
13,8,8,13,QY0013X0008
13,9,9,13,QY0013X0009
13,10,10,13,QY0013X0010
13,11,11,13,QY0013X0011
13,12,12,13,QY0013X0012
13,13,13,13,QY0013X0013
13,14,14,13,QY0013X0014
13,15,15,13,QY0013X0015
13,16,16,13,QY0013X0016
13,17,17,13,QY0013X0017
13,18,18,13,QY0013X0018
14,18,18,14,QY0014X0018
14,17,17,14,QY0014X0017
14,16,16,14,QY0014X0016
14,15,15,14,QY0014X0015
14,14,14,14,QY0014X0014
14,13,13,14,QY0014X0013
14,12,12,14,QY0014X0012
14,11,11,14,QY0014X0011
14,10,10,14,QY0014X0010
14,9,9,14,QY0014X0009
14,8,8,14,QY0014X0008
14,7,7,14,QY0014X0007
14,6,6,14,QY0014X0006
14,5,5,14,QY0014X0005
14,4,4,14,QY0014X0004
14,3,3,14,QY0014X0003
14,2,2,14,QY0014X0002
14,1,1,14,QY0014X0001
15,1,1,15,QY0015X0001
15,2,2,15,QY0015X0002
15,3,3,15,QY0015X0003
15,4,4,15,QY0015X0004
15,5,5,15,QY0015X0005
15,6,6,15,QY0015X0006
15,7,7,15,QY0015X0007
15,8,8,15,QY0015X0008
15,9,9,15,QY0015X0009
15,10,10,15,QY0015X0010
15,11,11,15,QY0015X0011
15,12,12,15,QY0015X0012
15,13,13,15,QY0015X0013
15,14,14,15,QY0015X0014
15,15,15,15,QY0015X0015
15,16,16,15,QY0015X0016
15,17,17,15,QY0015X0017
15,18,18,15,QY0015X0018
16,18,18,16,QY0016X0018
16,17,17,16,QY0016X0017
16,16,16,16,QY0016X0016
16,15,15,16,QY0016X0015
16,14,14,16,QY0016X0014
16,13,13,16,QY0016X0013
16,12,12,16,QY0016X0012
16,11,11,16,QY0016X0011
16,10,10,16,QY0016X0010
16,9,9,16,QY0016X0009
16,8,8,16,QY0016X0008
16,7,7,16,QY0016X0007
16,6,6,16,QY0016X0006
16,5,5,16,QY0016X0005
16,4,4,16,QY0016X0004
16,3,3,16,QY0016X0003
16,2,2,16,QY0016X0002
16,1,1,16,QY0016X0001
17,2,2,17,QY0017X0002
17,3,3,17,QY0017X0003
17,4,4,17,QY0017X0004
17,5,5,17,QY0017X0005
17,6,6,17,QY0017X0006
17,7,7,17,QY0017X0007
17,8,8,17,QY0017X0008
17,9,9,17,QY0017X0009
17,10,10,17,QY0017X0010
17,11,11,17,QY0017X0011
17,12,12,17,QY0017X0012
17,13,13,17,QY0017X0013
17,14,14,17,QY0017X0014
17,15,15,17,QY0017X0015
17,16,16,17,QY0017X0016
17,17,17,17,QY0017X0017
18,17,17,18,QY0018X0017
18,16,16,18,QY0018X0016
18,15,15,18,QY0018X0015
18,14,14,18,QY0018X0014
18,13,13,18,QY0018X0013
18,12,12,18,QY0018X0012
18,11,11,18,QY0018X0011
18,10,10,18,QY0018X0010
18,9,9,18,QY0018X0009
18,8,8,18,QY0018X0008
18,7,7,18,QY0018X0007
18,6,6,18,QY0018X0006
18,5,5,18,QY0018X0005
18,4,4,18,QY0018X0004
18,3,3,18,QY0018X0003
18,2,2,18,QY0018X0002
19,3,3,19,QY0019X0003
19,4,4,19,QY0019X0004
19,5,5,19,QY0019X0005
19,6,6,19,QY0019X0006
19,7,7,19,QY0019X0007
19,8,8,19,QY0019X0008
19,9,9,19,QY0019X0009
19,10,10,19,QY0019X0010
19,11,11,19,QY0019X0011
19,12,12,19,QY0019X0012
19,13,13,19,QY0019X0013
19,14,14,19,QY0019X0014
19,15,15,19,QY0019X0015
19,16,16,19,QY0019X0016
20,16,16,20,QY0020X0016
20,15,15,20,QY0020X0015
20,14,14,20,QY0020X0014
20,13,13,20,QY0020X0013
20,12,12,20,QY0020X0012
20,11,11,20,QY0020X0011
20,10,10,20,QY0020X0010
20,9,9,20,QY0020X0009
20,8,8,20,QY0020X0008
20,7,7,20,QY0020X0007
20,6,6,20,QY0020X0006
20,5,5,20,QY0020X0005
20,4,4,20,QY0020X0004
20,3,3,20,QY0020X0003
21,4,4,21,QY0021X0004
21,5,5,21,QY0021X0005
21,6,6,21,QY0021X0006
21,7,7,21,QY0021X0007
21,8,8,21,QY0021X0008
21,9,9,21,QY0021X0009
21,10,10,21,QY0021X0010
21,11,11,21,QY0021X0011
21,12,12,21,QY0021X0012
21,13,13,21,QY0021X0013
21,14,14,21,QY0021X0014
21,15,15,21,QY0021X0015
22,14,14,22,QY0022X0014
22,13,13,22,QY0022X0013
22,12,12,22,QY0022X0012
22,11,11,22,QY0022X0011
22,10,10,22,QY0022X0010
22,9,9,22,QY0022X0009
22,8,8,22,QY0022X0008
22,7,7,22,QY0022X0007
22,6,6,22,QY0022X0006
22,5,5,22,QY0022X0005
23,6,6,23,QY0023X0006
23,7,7,23,QY0023X0007
23,8,8,23,QY0023X0008
23,9,9,23,QY0023X0009
23,10,10,23,QY0023X0010
23,11,11,23,QY0023X0011
23,12,12,23,QY0023X0012
23,13,13,23,QY0023X0013
