recipe_name,die_size_x,die_size_y,x_move_first,y_move_first,align_die,shot_rows,shot_cols,row,col,x_um,y_um,included,die1,die2,die3,die4
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,10,35210.0,8210.0,1,92-31,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,11,38731.0,8210.0,1,92-32,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,12,42252.0,8210.0,1,92-33,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,13,45773.0,8210.0,1,92-34,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,14,49294.0,8210.0,1,93-30,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,15,52815.0,8210.0,1,93-31,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,16,56336.0,8210.0,1,93-32,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,17,59857.0,8210.0,1,93-33,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,18,63378.0,8210.0,1,93-34,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,19,66899.0,8210.0,1,94-30,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,20,70420.0,8210.0,1,94-31,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,21,73941.0,8210.0,1,94-32,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,22,77462.0,8210.0,1,94-33,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,23,80983.0,8210.0,1,94-34,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,24,84504.0,8210.0,1,95-30,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,25,88025.0,8210.0,1,95-31,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,26,91546.0,8210.0,1,95-32,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,27,95067.0,8210.0,1,95-33,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,5,28,98588.0,8210.0,1,95-34,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,9,31689.0,9852.0,1,92-20,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,10,35210.0,9852.0,1,92-21,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,11,38731.0,9852.0,1,92-22,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,12,42252.0,9852.0,1,92-23,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,13,45773.0,9852.0,1,92-24,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,14,49294.0,9852.0,1,93-20,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,15,52815.0,9852.0,1,93-21,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,16,56336.0,9852.0,1,93-22,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,17,59857.0,9852.0,1,93-23,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,18,63378.0,9852.0,1,93-24,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,19,66899.0,9852.0,1,94-20,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,20,70420.0,9852.0,1,94-21,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,21,73941.0,9852.0,1,94-22,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,22,77462.0,9852.0,1,94-23,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,23,80983.0,9852.0,1,94-24,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,24,84504.0,9852.0,1,95-20,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,25,88025.0,9852.0,1,95-21,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,26,91546.0,9852.0,1,95-22,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,27,95067.0,9852.0,1,95-23,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,6,28,98588.0,9852.0,1,95-24,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,8,28168.0,11494.0,1,91-14,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,9,31689.0,11494.0,1,92-10,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,10,35210.0,11494.0,1,92-11,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,11,38731.0,11494.0,1,92-12,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,12,42252.0,11494.0,1,92-13,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,13,45773.0,11494.0,1,92-14,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,14,49294.0,11494.0,1,93-10,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,15,52815.0,11494.0,1,93-11,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,16,56336.0,11494.0,1,93-12,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,17,59857.0,11494.0,1,93-13,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,18,63378.0,11494.0,1,93-14,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,19,66899.0,11494.0,1,94-10,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,20,70420.0,11494.0,1,94-11,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,21,73941.0,11494.0,1,94-12,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,22,77462.0,11494.0,1,94-13,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,23,80983.0,11494.0,1,94-14,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,24,84504.0,11494.0,1,95-10,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,25,88025.0,11494.0,1,95-11,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,26,91546.0,11494.0,1,95-12,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,27,95067.0,11494.0,1,95-13,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,28,98588.0,11494.0,1,95-14,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,7,29,102109.0,11494.0,1,96-10,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,7,24647.0,13136.0,1,91-03,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,8,28168.0,13136.0,1,91-04,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,9,31689.0,13136.0,1,92-00,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,10,35210.0,13136.0,1,92-01,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,11,38731.0,13136.0,1,92-02,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,12,42252.0,13136.0,1,92-03,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,13,45773.0,13136.0,1,92-04,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,14,49294.0,13136.0,1,93-00,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,15,52815.0,13136.0,1,93-01,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,16,56336.0,13136.0,1,93-02,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,17,59857.0,13136.0,1,93-03,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,18,63378.0,13136.0,1,93-04,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,19,66899.0,13136.0,1,94-00,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,20,70420.0,13136.0,1,94-01,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,21,73941.0,13136.0,1,94-02,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,22,77462.0,13136.0,1,94-03,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,23,80983.0,13136.0,1,94-04,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,24,84504.0,13136.0,1,95-00,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,25,88025.0,13136.0,1,95-01,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,26,91546.0,13136.0,1,95-02,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,27,95067.0,13136.0,1,95-03,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,28,98588.0,13136.0,1,95-04,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,29,102109.0,13136.0,1,96-00,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,8,30,105630.0,13136.0,1,96-01,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,7,24647.0,14778.0,1,81-73,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,8,28168.0,14778.0,1,81-74,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,9,31689.0,14778.0,1,82-70,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,10,35210.0,14778.0,1,82-71,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,11,38731.0,14778.0,1,82-72,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,12,42252.0,14778.0,1,82-73,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,13,45773.0,14778.0,1,82-74,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,14,49294.0,14778.0,1,83-70,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,15,52815.0,14778.0,1,83-71,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,16,56336.0,14778.0,1,83-72,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,17,59857.0,14778.0,1,83-73,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,18,63378.0,14778.0,1,83-74,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,19,66899.0,14778.0,1,84-70,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,20,70420.0,14778.0,1,84-71,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,21,73941.0,14778.0,1,84-72,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,22,77462.0,14778.0,1,84-73,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,23,80983.0,14778.0,1,84-74,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,24,84504.0,14778.0,1,85-70,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,25,88025.0,14778.0,1,85-71,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,26,91546.0,14778.0,1,85-72,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,27,95067.0,14778.0,1,85-73,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,28,98588.0,14778.0,1,85-74,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,29,102109.0,14778.0,1,86-70,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,9,30,105630.0,14778.0,1,86-71,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,6,21126.0,16420.0,1,81-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,7,24647.0,16420.0,1,81-63,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,8,28168.0,16420.0,1,81-64,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,9,31689.0,16420.0,1,82-60,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,10,35210.0,16420.0,1,82-61,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,11,38731.0,16420.0,1,82-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,12,42252.0,16420.0,1,82-63,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,13,45773.0,16420.0,1,82-64,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,14,49294.0,16420.0,1,83-60,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,15,52815.0,16420.0,1,83-61,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,16,56336.0,16420.0,1,83-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,17,59857.0,16420.0,1,83-63,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,18,63378.0,16420.0,1,83-64,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,19,66899.0,16420.0,1,84-60,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,20,70420.0,16420.0,1,84-61,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,21,73941.0,16420.0,1,84-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,22,77462.0,16420.0,1,84-63,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,23,80983.0,16420.0,1,84-64,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,24,84504.0,16420.0,1,85-60,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,25,88025.0,16420.0,1,85-61,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,26,91546.0,16420.0,1,85-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,27,95067.0,16420.0,1,85-63,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,28,98588.0,16420.0,1,85-64,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,29,102109.0,16420.0,1,86-60,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,30,105630.0,16420.0,1,86-61,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,10,31,109151.0,16420.0,1,86-62,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,6,21126.0,18062.0,1,81-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,7,24647.0,18062.0,1,81-53,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,8,28168.0,18062.0,1,81-54,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,9,31689.0,18062.0,1,82-50,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,10,35210.0,18062.0,1,82-51,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,11,38731.0,18062.0,1,82-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,12,42252.0,18062.0,1,82-53,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,13,45773.0,18062.0,1,82-54,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,14,49294.0,18062.0,1,83-50,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,15,52815.0,18062.0,1,83-51,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,16,56336.0,18062.0,1,83-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,17,59857.0,18062.0,1,83-53,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,18,63378.0,18062.0,1,83-54,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,19,66899.0,18062.0,1,84-50,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,20,70420.0,18062.0,1,84-51,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,21,73941.0,18062.0,1,84-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,22,77462.0,18062.0,1,84-53,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,23,80983.0,18062.0,1,84-54,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,24,84504.0,18062.0,1,85-50,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,25,88025.0,18062.0,1,85-51,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,26,91546.0,18062.0,1,85-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,27,95067.0,18062.0,1,85-53,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,28,98588.0,18062.0,1,85-54,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,29,102109.0,18062.0,1,86-50,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,30,105630.0,18062.0,1,86-51,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,11,31,109151.0,18062.0,1,86-52,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,5,17605.0,19704.0,1,81-41,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,6,21126.0,19704.0,1,81-42,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,7,24647.0,19704.0,1,81-43,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,8,28168.0,19704.0,1,81-44,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,9,31689.0,19704.0,1,82-40,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,10,35210.0,19704.0,1,82-41,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,11,38731.0,19704.0,1,82-42,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,12,42252.0,19704.0,1,82-43,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,13,45773.0,19704.0,1,82-44,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,14,49294.0,19704.0,1,83-40,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,15,52815.0,19704.0,1,83-41,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,16,56336.0,19704.0,1,83-42,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,17,59857.0,19704.0,1,83-43,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,18,63378.0,19704.0,1,83-44,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,19,66899.0,19704.0,1,84-40,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,20,70420.0,19704.0,1,84-41,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,21,73941.0,19704.0,1,84-42,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,22,77462.0,19704.0,1,84-43,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,23,80983.0,19704.0,1,84-44,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,24,84504.0,19704.0,1,85-40,,,
LaMP HP whole wafer,3521,1642,-66899,-65680,54-00,,,12,25,88025.0,19704.0,1,85-41,,,
